name,website,email,phone,address,mission_statement,year_founded,popu_served,twitter,facebook,linkedin,instagram,programs,county
"Adoption Options, Inc",http://www.adoption-options.com,[email protected],3036951601,"1355 S. Colorado Blvd., Suite 501, Denver, CO, 80222","Adoption Options is an inclusive non-profit adoption agency dedicated to enriching the lives of children, youth and families.  We provide education, placement services, counseling and support for all members of the adoption community.
",1981,All Populations,,,,,"Infant adoption, designated adoption, foster to adopt (flexible families), Fresh Beginnings (second chance adoptions), custody evaluations, relinquishment counseling, abbreviated home studies, and training and education.
",Denver
AdvocacyDenver,http://www.advocacydenver.org,[email protected],303-831-7733,"950 S Cherry St Suite 1100, Denver, CO, 80246","AdvocacyDenver promotes and protects the human rights of people with disabilities and actively supports their full inclusion and participation in the community throughout their lifetimes.
",1954,People Living With Disabilities,,https://www.facebook.com/advocacydenverco/,,,"AdvocacyDenver is a civil rights advocacy organization serving children and youth with disabilities and adults with intellectual and developmental disabilities and their families. AdvocacyDenver provides individual, legal, and policy advocacy in Denver county.
",Denver
Advocates for Children CASA,http://www.adv4children.org,[email protected],303.328.2353,"16965 Pine Lane #120, Parker, CO, 80134","Speaking up for abused and neglected children through Court Appointed Special Advocates, CASA volunteers.
",1985,Children and Youth,,,,,"Dependency & Neglect CASAs, Truancy CASAs, Tutoring, Legacy Project Mentoring, Juvenile Delinquency CASAs
",Douglas
AfterHours Denver,https://afterhoursdenver.org,[email protected],(720) 414-0424,"1550 Larimer St, Suite 477, Denver, CO, 80202","We provide essential resources to those experiencing homelessness and poverty, while also offering community to the spiritually independent.
",2008,"All Populations, People Experiencing Homelessness, Low Income, Urban",,https://www.facebook.com/AfterHoursDenver,,https://www.instagram.com/afterhoursdenver,"We make and serve sack lunches everyday to those experiencing homelessness and poverty. We also run two annual free markets in Civic Center Park and Liberty Park where homeless and impoverished individuals can gather essential supplies. These two events are called Thankful for Long Johns and Christmas in the Park. They take place on Thanksgiving Day and Christmas Day. In addition, we create spaces in public places where the spiritually independent can build community.
",Denver
Aims Community College Foundation,https://www.aims.edu/foundation,[email protected],9703396556,"5401 W. 20th Street, Greeley, CO, 80634","To support the goals and objectives of Aims Community College by providing supplemental resources to ensure student success.
",1979,All Populations,,,,,"Scholarship development
Endowments
Program support
",Weld
Alameda Connects ,https://alamedaconnects.org/,[email protected],3032741807,"393 S. Harlan St., 210B, Lakewood, CO, 80226","We Foster Opportunity and Prosperity by Cultivating Connections Through the Celebration of our Vibrant Community
",1997,All Populations,https://twitter.com/AlamedaGateway,https://www.facebook.com/AlamedaConnects/,,https://www.instagram.com/alamedagateway/,"Arts, Street Beautification, Community development, economic development, safety
15,Aurora Mental Health Center,https://auroramentalhealthcenter.applytojob.com/apply,[email protected],303-923-2914,"1290 Chambers Rd., Aurora, CO, 80011","Aurora Mental Health Center is committed to creating healthy and secure communities throughout our service area. Our staff will use the resources available to them to provide accessible and responsive mental health services. We will provide our customers, both individuals and agencies, with the least restrictive service that provides appropriate and efficient care. We will maximize the number of people we help, regardless of their ability to pay. We will respect the dignity and cultural diversity of our consumers. We will emphasize the involvement of the consumer's family and other social relationships that enhance the opportunity for a full and productive life.
",1975,"African-American, Asian-American, People Living With Disabilities, Families, Gay, Lesbian, Bisexual, Transgender, People Experiencing Homelessness, Immigrants, Latino/Hispanic, Low Income, Men and Boys, Veterans, Women and Girls, Other",https://twitter.com/aumhcaurora,https://www.facebook.com/AumhcAurora/,https://www.linkedin.com/company/aurora-mental-health-center/,https://www.instagram.com/auroramentalhealth/?hl=en,"Our programs and services include:
Treatment
Assessment
Prevention and Early Intervention
Residential
Specialized
Vocational
Peer Support, Recovery, and Supportive Services
Respite Care
",Arapahoe
16,Aurora Sister Cities International,https://aurorasistercities.org,[email protected],3037397120,"15151 E. Alameda Parkway, Aurora, CO, 80012","Aurora Sister Cities International promotes local and global partnerships centered on international trade, and cultural and educational exchange.
",2014,"All Populations, Children and Youth, Immigrants, Urban",,https://www.facebook.com/ASCI.org/,https://www.linkedin.com/company/aurora-sister-cities-international/,,"Global Youth Leaders
Sister Cities Committees
Young Artists and Authors Showcase
A Mosaic of Cultures (partnership with the Aurora History Museum)
",Arapahoe
17,Autism Society of Boulder County,http://autismboulder.org,[email protected],7202728231,"1905 15th Street, #4909, Boulder, CO, 80302","The mission of the Autism Society of Boulder County (ASBC) is to help individuals with autism spectrum disorders and their families develop a strong, united community by creating opportunities for people to connect, share experiences and build new relationships.
",2004,"All Populations, People Living With Disabilities",https://twitter.com/autism_boulder,https://www.facebook.com/autismbouldercounty,,https://www.instagram.com/autsoboco/,"ASBC provides programming in the following three areas:
Support
Recreation
Education
We offer monthly support groups, monthly and annual recreational opportunities and grants and multiple educational opportunities for the community and people on the autism spectrum of all ages.
",Boulder
18,Backpack Society,https://www.backpacksociety.org,[email protected],7202559933,"213 W County Line Road, Littleton, CO, 80129","The mission of Backpack Society is to alleviate hunger among schoolchildren in Douglas County, Colorado by providing supplemental nutrition on the weekends and during school breaks that they otherwise would go without.
",2019,"Children and Youth, Families",,https://www.facebook.com/backpacksocietyco,https://www.linkedin.com/company/backpack-society,,"Student - bag with 6 meals (3 per day) for weekend food to school children in Douglas County School District.
Family - box of food to help the entire household get through the weekend. Each box is packed based on the number of people in the household.
",Arapahoe
19,Balon USA,https://balonusa.org,[email protected],303-589-5058,"16 Yank Way, Lakewood, CO, 80228","The mission of Balón USA is to provide high-quality, low-cost, after-school soccer opportunities for students.
Vision
Balón USA aims to eliminate the opportunity gap that prohibits under-served communities from participating in organized sports. Balón USA’s vision is to bring soccer opportunities to all students, regardless of ability or income.
",2009,"All Populations, Children and Youth, Families, Immigrants, Latino/Hispanic, Low Income, Rural, Urban",,https://www.facebook.com/balonusa/,,,"After School Soccer opportunities
",Jefferson
0,Break Bread,http://www.break-bread.org,[email protected],3037946379,"5894 S. Datura St., Littleton, CO, 80120","To build meaningful relationships among our neighbors through a weekly community meal that offers nourishment, unconditional love, and abundant grace.
",2017,"All Populations, Children and Youth, Elderly, Families, People Experiencing Homelessness, Immigrants, Low Income",,https://www.facebook.com/Break-Bread-283507332158760/,,,"Saturday meal and activities (4-6pm)
",Arapahoe
1,Breakout,https://breakouthealing.org/,[email protected],307-272-4956,"1443 Stuart St., Denver, CO, 80204","To promote and perpetuate trauma healing within high need / low resource contexts throughout the world utilizing EMDR therapy and AIP-informed procedures in individual and group formats.
",2021,All Populations,,,,,"ASSYST research team.
",Denver
2,Brent Eley Foundation,http://www.brentsplace.org,[email protected],720-343-2800,"11980 E 16TH AVE, Aurora, CO, 80010","To provide Safe-Clean housing and improve the quality of life for children and families living with cancer and other immunocompromising conditions...one day at a time.
",1997,"Children and Youth, Families",,,,,"ABOUT BRENT’S PLACE
Brent's Place—the primary program of the Brent Eley Foundation (BEF) — is a long-term home away from home for families who have a loved one with cancer or other life-threatening illnesses while they receive treatment at local hospitals, providing a place of hope and healing. In addition to Safe-Clean housing, we provide a variety of uniquely tailored programs and support for the entire family designed to help in the healing process. 
Who We Serve
We serve families with a loved one (children and adults) receiving bone marrow transplants, long-term oncology treatments, experimental treatments, and a wide range of other long term-medical crises.  We work with physicians and hospital social workers to determine who needs our services. 
Our Approach
In providing a home away from home for our families we focus on four key areas:
•	Physical Well-Being – Brent’s Place is, above all, a Safe-Clean haven for families who are far from home seeking life-saving medical treatment. We are one of the only long-term housing options capable of supporting an entire family during the long treatment process. Because we believe that together is always better, Brent’s Place helps families stay together so that they may simply be together.
•	Financial Security – Families staying at Brent's Place receive unlimited support, but never a bill. This allows them to focus on recovery and their family’s well-being rather than the steep cost of relocation, housing, and food. Reducing expenses during treatment has long-term benefits and enables families to return home with a greater sense of financial security.
•	Psychological Well-Being – Patients and families fighting serious illness face significant emotional trauma. The programs at Brent’s Place are designed to help each resident cope with the stress and anxiety associated with their medical journey. This support allows residents to focus on self-care and healing and may even help serve as protection against future mental health crises.
•	Family Life – A medical crisis has the power to break families apart, but Brent’s Place is here to protect them. We recognize that the continuation of everyday routines and family traditions provide stability for parents and children when their lives have been uprooted. We believe that offering families a warm and welcoming home away from home, as well as opportunities to create happy memories, builds love, trust, and resiliency. This foundation strengthens families during treatment - and for a lifetime.
",Adams
3,Brighton Shares the Harvest,http://www.brightonsharestheharvest.org,[email protected],720-301-0949,"PO BOX 993, Brighton, CO, 80601","Our mission is to implement sustainable programs, which will result in putting more fresh, healthy food on more tables in Brighton.
",2010,All Populations,,https://www.facebook.com/BrightonSharesTheHarvest/,,,"We provide seeds, seedlings, fruit trees, raised garden beds, garden tools, and scholarships to garden classes to educate and enable Brighton area gardeners to grow fresh produce, and to share it with local food pantries, our senior center, an emergency shelter, schools, and others in the community who need helping putting fresh, healthy food on their tables.
",Adams
4,Bringing Music to Life,http://www.bringingmusictolife.org/#sthash.7vZBE5Kh.dpbs,,,"789 N SHERMAN ST STE 250, DENVER, CO, 80203",,,,,,,,,Denver
5,Broomfield Council on the Arts & Humanities,,[email protected],3034641335,"PO BOX 681, Broomfield, CO, 80038","Broomfield Council on the Arts and Humanities is a non-profit, member-focused organization, dedicated to the advancement of the arts and humanities. We strive for quality programs by nurturing creative ideas, fostering community participation, facilitating professional excellence in member offerings, and ensuring inclusive access for residents of Broomfield and surrounding communities.
",1973,All Populations,http://twitter.com/BCAH1,http://facebook.com/ArtsinBroomfield,https://www.linkedin.com/in/broomfield-council-on-the-arts-and-humanities,https://www.instagram.com/bcah_colorado,"Summer Sundays
ASTER
Broomfield Community Players
Community Enrichment
",Broomfield
6,Broomfield FISH,https://www.broomfieldfish.org,[email protected],3034651600,"6 Garden Center, Broomfield, CO, 80020","To meet our neighbors' basic human needs and provide them with hope and tools to rise out of poverty.
",1963,All Populations,https://twitter.com/BroomfieldFish,https://www.facebook.com/Broomfield-FISH-125062280852339/,https://www.linkedin.com/company/10231819/,,"Family Resource Center that offers food, emergency financial assistance, and pathways to wellness and self-sufficiency
",Broomfield
7,Broomfield Youth Symphony,,,,"PO BOX 681, BROOMFIELD, CO, 80038",,,,,,,,,Boulder
8,"Buddhafull Kidz, Inc.",https://buddhafullkidz.com,[email protected],5183786886,"4977 Buffalo Creek Lane, Evergreen, CO, 80439","It is the mission of Buddhafull Kidz, Inc. to provide free meditation to children and their caregivers in urban communities.
",2018,Children and Youth,,,,https://buddhafullkidz,"I am hoping to get this program off the ground this fall.
",Jefferson
9,Building Bridges,http://www.buildingbridgesshift.org,[email protected],3036912393,"3327 Brighton Blvd, Denver, CO, 80216","Guided by the vision of a more just and inclusive world, Building Bridges equips inclusive leaders with the skills, confidence, and resources to foster dialogue and healing in communities across Metro Denver.
",1994,"Children and Youth, Men and Boys, Women and Girls",,http://facebook.com/buildingbridgesshift,https://www.linkedin.com/company/building-bridges/,https://www.instagram.com/bridgesshift/,"Transform: Youth Leadership Program
Shift: Inclusive Leadership Services
Shift: Community Training Program
",Denver
10,Bullying Recovery Resource Center,http://www.bullyingrecoveryresourcecenter.org,[email protected],303-991-1397,"2175 South Jasmine Street, #203, Denver, CO, 80222","Bullying Recovery Resource Center defends bullied children and helps rebuild lives.
",2017,"Children and Youth, Families",https://twitter.com/bullyingrrc,https://www.facebook.com/bullyingrecoveryresourcecenter,https://www.linkedin.com/in/drubullyingrecoveryresourcecenter/,,"Monthly Peer Recovery Groups
Monthly Parent Advocacy Groups
Education at schools, health fairs and other organizations
Personal advocacy for parents of bullied children
",Denver
11,Butterfly Pavilion,http://www.butterflies.org,[email protected],720-974-1860,"6252 West 104th Ave., Westminster, CO, 80020","Butterfly Pavilion exists to foster an appreciation of invertebrates by educating the public about the need to protect and care for threatened habitats globally, while conducting research for solutions in invertebrate conservation.
",1995,All Populations,https://twitter.com/b_flypavilion?lang=en,https://www.facebook.com/ButterflyPavilion/,https://www.linkedin.com/company/the-butterfly-pavilion,https://www.instagram.com/butterflypavilion/?hl=en,"Education, Science & Conservation, Research, Zoological
",Jefferson
12,Cableland Home Foundation,http://www.cableland.org,[email protected],720.337.4150,"4150 Shangri La Dr., Denver, CO, 80246","To make available the non-private quarters of Cableland for use by Qualified Charities for charitable purposes no more than 50 times each calendar year. This use must be for charitable, educational, scientific, literary or religious purposes, as defined by the IRS Code, for which Qualified Charities may by organized. In no instance, will Cableland by made available for political events.
",1996,Other,,https://www.facebook.com/Cableland-Official-Residence-of-the-Mayor-of-Denver-100712523310143/,,,"None
",Denver
13,"Canine Partners of the Rockies, Inc.",http://www.caninepartnersoftherockies.org,[email protected],303-364-9040,"651 POTOMAC ST STE E, Aurora, CO, 80011","To enable Colorado residents with mobility challenges to lead more gratifying and independent lives.
",2002,"People Living With Disabilities, Families",,,,,"Puppy Raising: Volunteer puppy raisers raise and train our puppies until the dogs are approximately 18 months old and are ready for the next step in the journey to full service dogs. The puppy lives with the volunteer during this time, learning manners and basic commands. As a future service dog, the puppy is also allowed to go anywhere with the puppy raiser as a service dog-in-training, providing the puppy with learning opportunities in a variety of social contexts.
Service Dog Advanced Training: Experienced dog handlers (advanced trainers) take on the job of training dogs that have completed the 18-month puppy raising program. The advanced trainers are responsible for teaching advanced service dog skills and preparing the dogs to be paired with a Colorado partner. All partners are carefully screened to identify their needs, determine whether they would benefit from a service dog, and to select the dog that would be the best match.
Service Dog Partnership Training: People who have applied and been accepted as assistance dog candidates are individually matched with a dog and trained in one-on-one sessions with a qualified advanced trainer to become the dog's handler and life partner.
Community Education: Canine Partners of the Rockies (CaPR) visits service organizations, clubs, schools, churches and businesses to talk about assistance dogs, their work and the process of raising, training and placing dogs. We do not charge for our presentations, but accept honorariums if offered. Our visits with children are tailored to their age level and include interaction with a demonstration dog.
",Arapahoe
14,Canyon Concert Ballet,http://www.ccballet.org,[email protected],970-472-4156,"1031 Conifer #3, Fort Collins, CO, 80524","To expand, nourish and enrich the artistic opportunities in classical dance through training, performance, and community outreach in service to the Northern Colorado region
",1979,All Populations,https://twitter.com/canyonconcert,https://www.facebook.com/CanyonConcertBallet/?ref=bookmarks,https://www.linkedin.com/company/canyon-concert-ballet,https://www.instagram.com/canyonconcertballet/,"Canyon Concert Ballet provides dance education to students in the Fort Collins area. CCB also has a community ballet company comprised of advanced to semi-professional dancers that produces three large productions each year.
",Larimer
15,Capital Sisters International,http://www.capitalsisters.org,[email protected],720-778-1717,"227 Lamb Ln., Golden, CO, 80401","The mission of Capital Sisters is to raise investment funds for micro lending institutions that serve impoverished women in developing countries who want to start or grow a business, by connecting those who need loan capital with groups of investors willing to provide it.
",2001,"All Populations, Women and Girls",,,,,"Microfinance Investment Program, Education and Advocacy Program
",Jefferson
16,Capitol Hill Community Services,http://www.mealsforpoor.org,[email protected],303-847-8239,"3615 S Huron St #206, ENGLEWOOD, CO, 80110","To provide a reliable source of nutrition that will enable many homeless to return to a productive life.
",1984,,,,,,,Arapahoe
17,Capitol Hill United Neighborhoods Inc.,http://www.chundenver.org,[email protected],303-830-1651,"1290 Williams St. #102, Denver, CO, 80218","To preserve the past, improve the future, plan for the future of greater Capitol Hill.
",1969,All Populations,,,,,"Historic Preservation
Zoning, Transportation, and Land Use
Public Safety
Trees, Parks, and Open Spaces
Community Programs and Events
",Denver
18,Carin' Clinic,http://carinclinic.info/,[email protected],3039072929,"5150 Allison Street, Arvada, CO, 80002","Carin' Clinic's mission is to provide high-quality, comprehensive health care to children ages birth through 18 in our community who have limited or no access to medical care.  We see children who have no health insurance coverage or are enrolled in Colorado Medicaid or Child Health Plan Plus programs.
",1993,"African-American, Asian-American, Children and Youth, Families, People Experiencing Homelessness, Immigrants, Latino/Hispanic, Low Income, American Indian/Native American",,https://www.facebook.com/Carin-Clinic-109663372500439,,,"We are a full-service medical clinic serving children for well child and immunization visits, sick care, or care for chronic conditions such as asthma or ADHD.  We have have a mental health provider from Jefferson Center for Mental Health on staff.
",Jefferson
19,Caring for Colorado Foundation,http://www.caringforcolorado.org,[email protected],7205240770,"1635 West 13th Avenue, Suite 303, Denver, CO, 80204","To promote and serve the health care needs of the citizens of Colorado.
",1998,All Populations,,https://www.facebook.com/caringforcoloradofoundation/,,,"www.caringforcolorado.org
",Denver
20,Carousel of Happiness,http://www.carouselofhappiness.org,[email protected],303-912-5485,"20 Lakeview Dr, Nederland, CO, 80466","Inspiring happiness, well-being, and service to others through stories and experiences.
",2005,All Populations,,https://www.facebook.com/CarouselofHappiness/,,https://www.instagram.com/carouselofhappiness/,"The core of the Carousel's mission is to provide a joyful experience at an affordable price to all those who enter.  Secondary is education around the folk art traditions of carousels and service to the community.
",Boulder
21,Casa de Paz,https://www.casadepazcolorado.org/,[email protected],720.500.2272,"PO Box 111351, Aurora, CO, 80042","Reunite families separated by immigrant detention, one simple act of love at a time.
",2012,"Children and Youth, Families, Gay, Lesbian, Bisexual, Transgender, People Experiencing Homelessness, Immigrants, Latino/Hispanic, Men and Boys, Women and Girls",https://twitter.com/casadepazco,https://www.facebook.com/CasaDePazCo/,,https://www.instagram.com/casadepazco/,"Post-release support
Visitation
Pen Pal
Hospitality Home
",Arapahoe
22,CASA of Adams & Broomfield Counties,http://www.casa17th.org,[email protected],7205232855,"11860 Pecos Street Ste 2700, Westminster, CO, 80234","To provide specially selected and trained community volunteers to advocate for abused and neglected children in the pursuit of a safe and permanent home.
",1999,Children and Youth,https://twitter.com/CASA17th,https://www.facebook.com/CASAofAdamsandBroomfieldCounties,https://www.linkedin.com/company/casa-of-adams-and-broomfield-counties,https://www.instagram.com/casa17th/,"CASA of Adams & Broomfield Counties
",Adams
23,"Castle Rock Senior Center, Inc.",http://www.castlerockseniorcenter.org,[email protected],303-688-9498,"2323 Woodlands Blvd., Castle Rock, CO, 80104","Vision – Be the place where all seniors are welcomed and find their place to enjoy camaraderie along with diverse activities
Mission – To make life more fulfilling and create community for seniors as they come here to engage in a wide variety of programming and services designed for “Loving Life in the Second Half”
Values – “Loving Life”
Laughter					Learning
Opportunities				Independence
Volunteerism				Friendships
Inclusive 					Excursions
Neighborly
Gather
",1971,"People Living With Disabilities, Elderly, Low Income, Veterans",http://www.twitter.com/SeniorCastle,https://www.facebook.com/CastleRockSeniorCenter,,http://www.instagram.com/castlerockseniorcenter,"During COVID   - Support and Special Programs and Services:
Critical Medical Transportation, Grocery  and RX delivery, Personal Grocery Shopping Services, Reassurance calls, Virtual Programing, Take Home Projects,  Vaccine clinics, and Nutrition Services.
Regular Operating times:
Transportation:
Shuttle, Specials and Activities
Nutrition:
Meal On Wheels (MOW) Deliveries, Hot Lunch Program (VOA)( 3x Week) and other dining opportunities
Meals/Food:
Coffee and Conversation, Dining to Donate, Potlucks and Trip to Restaurants
Sports/Athletics:
Bowling League, Golf League and Softball League, along with Hiking and Snowshoeing
Wellness Programs:
Foot Care Clinics, Blood Pressure Checks and Massage Services, along with  Hearing Clinics, Matter of Balance Classes and Managing Diabetes Classes, Lunch & learns, Virtual Wellness
General Interest:
Garden Club, Legal Presentations, Library, Remembering our Veterans, Sit and Be Fit Classes and Newcomer Orientation Meetings, Medicare Help
Special Interest Groups:
Book Club, Creative Writing and Current Events, along with Knit and Crochet group, Low Vision Support Group and Trivia Group
Classes/Programs:
Active Minds, Discovery Hour, Drama Workshop, Learn-a-Craft Class, Movie & Popcorn, SeniorArtz Class and Tai Chi for Arthritis
Game Time:
Bingo, Bridge, Bunco, Polish Poker, Texas Hold'em and Afternoon of Games (There are often tables playing Mexican Train, Hand & Foot, Pinochle, Hearts, Poker,or Mahjong, Scrabble)
Trips:
Bucket List Trips, Casino Trips, Mystery Trips, Organized Tour Trips, Overnight Trips, Shopping Trips, Theater Trips and Concerts
",Douglas
24,Castle Rock Writers,http://www.castlerockwriters.com,[email protected],303-521-8615,"P.O. Box 96, Castle Rock, CO, 80104","Mission, Vision, and Core Values of CRW
The mission of the Castle Rock Writers includes, but is not limited to, providing education and support to aspiring and published writers, in our region and beyond, through on-going critique groups, training events, workshops and writers conference/s.
Our vision is to stimulate successful writing accomplishments for Colorado writers.  We will accomplish our vision by providing:
- tools for acquiring and strengthening creative skills for the written word
- insight and opportunities to engage the publishing industry
- possibilities for networking growth
- constructive criticism to individuals and their presented work
-resources to adolescent, student, and adult writers
Our values/core beliefs:
We will honor our participants/members by recognizing their necessity for a variety of informational forums and resources.
We will honor the voices of our participants/members by only allowing constructive and supportive parameters for our critique groups.
We will provide a high value conference for a reasonable fee that will address various mainstream genre interests and industry trends.
We will keep overhead low in order to deliver a higher value to our members.
We will continuously educate ourselves on the art and craft of writing.
",2012,All Populations,http://castlerockwriters.com,https://www.facebook.com/castlerockwriters,,,"Monthly Workshops, with seven manuscript critique workshops each calendar year.
Monthly Workshops, with three guest speakers, January, April, and July each calendar year.
A yearly conference each September during the last weekend (Friday-Saturday).
",Douglas
25,Celebrate the Beat,http://www.ctbeat.org,[email protected],(720) 479-8389,"3087 Tejon St., Unit A, Denver, CO, 80211","Celebrate the Beat provides the highest quality in-school, after-school, and virtual dance programs for all children that improve their physical health and well-being, inspires them to believe in themselves and establishes a standard of excellence that impacts all aspects of their lives.
",2000,"Children and Youth, Latino/Hispanic, Low Income, Rural, Urban",,http://www.facebook.com/celebratethebeat,,http://www.instagram.com/ctbeat,"CTB inspires 3,500 children annually in 25 partner schools in 8 Colorado counties through in-school, after school and summer programming in dance and music.  We partner with Innovation Schools to offer entire grades dance classes led by teaching artists and accompanied by live music. Classroom teachers dance with students, strengthening the classroom as a whole, and an annual theme connects our classes with academics, deepening the students’ relationship to their classroom work.  
In-school programming is central to our mission. It allows us to be totally inclusive because we work with all students in their respective classrooms regardless of their initial skill or enthusiasm for dance. We believe that every child has a powerful beat within and it is our hope to teach them to find it, hear it, feel it, embrace it, express it and celebrate it. It is our privilege to inspire children to set ambitious goals and give them the tools to achieve more than they dreamed possible before dancing with CTB.  
Children who are ready for more challenging choreography are invited to participate in our after-school Dream Team (Dancers Reaching Excellence Artistry Mastery).  Building upon the success of our after school programs, three years ago we launched the Fresh Air Experience; a 3-day camping trip to Aspen for Commerce City dancers. For many it was their first time sleeping in a tent in Colorado's majestic mountains. This year we launched a high school mentoring program through which CTB alumni assist in our after-school programs for elementary and middle school students. 
CTB has collaborated with cellist Yo Yo Ma, Princeton professor Elaine Pagels, and ballet dancers Damian Woetzel, Heather Watts and Misty Copeland. Other partners include the Vail Dance Festival, Boys and Girls Club, Aspen Ideas Festival, Colorado Legacy Foundation and Healthy Schools Summit, Colorado Association of School Executives, and Crested Butte Music Festival. In 2013 and 2016 CTB students from Adams 14 performed for the Colorado Education Initiative Healthy Schools Summit for over 800 educators, including the Lieutenant Governor of Colorado. Because of the profound efficacy of our program we have been invited to Sitka Fine Arts Camp in Alaska, Nrityagram Dance Company in India and to Turnaround Arts in Washington DC.
",Denver
